,Boro,Vol,geometry,congestion,congestion_level,timestamp,Agency Name,Problem (formerly Complaint Type),Problem Detail (formerly Descriptor),Location Type,Street Name,tweets
112,Brooklyn,27,"POLYGON ((-73.97866979197462 40.64278572261434, -73.97866935325075 40.644158115023906, -73.9804710700729 40.64415843509893, -73.98047147173946 40.642786042682815, -73.97866979197462 40.64278572261434))",-0.224833333,0,2025-03-01 11:15:00,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,BEVERLEY ROAD,"['Noticed a car parked on Beverly Road blocking a hydrant again, anyone have a number for the parking enforcement?', 'Beverly Road has a hydrant blocked by an illegally parked car, when will anyone take action?', 'Can someone please help me out and report the car parked on Beverly Road blocking a hydrant?', 'Still waiting for someone to enforce parking regulations on Beverly Road, hydrant is still blocked.', ""Had to call the fire department because their truck couldn't get to the hydrant on Beverly Road due to a car parked illegally.""]"
113,Brooklyn,53,"POLYGON ((-73.99261608308665 40.70185021194682, -73.99261593107823 40.703222594657355, -73.99441924425035 40.703222696217054, -73.99441935913575 40.70185031350447, -73.99261608308665 40.70185021194682))",-0.023258621,0,2025-06-02 12:00:00,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,OLD FULTON STREET,"[""I'm getting fed up with the constant parking issues on Old Fulton St. Someone needs to enforce those rules."", ""Parking enforcement needs to step up their game on Old Fulton, it's getting ridiculous."", 'Filed a parking report after seeing a blatant disregard for the posted signs on Old Fulton. When will they start taking action?', 'Fed up with seeing cars parked in no-parking zones on Old Fulton, when will someone do something about it?']"
114,Brooklyn,83,"POLYGON ((-73.99261608308665 40.70185021194682, -73.99261593107823 40.703222594657355, -73.99441924425035 40.703222696217054, -73.99441935913575 40.70185031350447, -73.99261608308665 40.70185021194682))",0.6745,0,2025-06-02 14:45:00,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,WATER STREET,"[""I just got a parking ticket on Water Street and it's ridiculous, I could see the posted sign."", 'Got a parking ticket on Water Street, took them 30 minutes to hand deliver a warning I got 5 minutes ago.', ""Can't believe I got a parking ticket on Water Street, just a posted sign issue."", 'Just got a parking ticket on Water Street, the sign was literally 10 feet away.', 'My day just got better, not, got a parking ticket on Water Street for a posted sign.', 'Went to park on Water Street, parking ticket waiting for me, what a waste.', 'Just got a sweet surprise on Water Street, a car taking up two spots and a ticket.', 'Wish people would read the signs on Water Street before parking.']"
115,Brooklyn,81,"POLYGON ((-73.99261608308665 40.70185021194682, -73.99261593107823 40.703222594657355, -73.99441924425035 40.703222696217054, -73.99441935913575 40.70185031350447, -73.99261608308665 40.70185021194682))",0.627982759,0,2025-06-02 15:00:00,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,OLD FULTON STREET,"['Just got a parking citation on Old Fulton Street, thought it was an option to park there despite the sign', 'Noticed someone parking illegally on Old Fulton Street again, when are they going to take this seriously', 'Frustrating to see people ignoring the posted parking signs on Old Fulton Street, gotta keep reporting']"
116,Brooklyn,90,"POLYGON ((-73.99261608308665 40.70185021194682, -73.99261593107823 40.703222594657355, -73.99441924425035 40.703222696217054, -73.99441935913575 40.70185031350447, -73.99261608308665 40.70185021194682))",0.837310345,0,2025-06-02 15:45:00,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,OLD FULTON STREET,"[""Just got a parking ticket on Old Fulton St, posted no parking sign didn't do me much good I guess.\n\nThey're really cracking down on parking enforcement on Old Fulton, got a ticket today for no parking sign""]"
117,Brooklyn,89,"POLYGON ((-73.99261608308665 40.70185021194682, -73.99261593107823 40.703222594657355, -73.99441924425035 40.703222696217054, -73.99441935913575 40.70185031350447, -73.99261608308665 40.70185021194682))",0.814051724,0,2025-06-02 18:15:00,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,OLD FULTON STREET,"['Ugh, cars parked everywhere on Old Fulton Street, blocking the sidewalk.', ""Need to get to the store, but can't walk on the sidewalk cause of all these parked cars on Old Fulton."", ""Cars parked all over Old Fulton Street, it's like a parking lot, not a street."", 'Ridiculous, people parking cars on Old Fulton Street, blocking the sidewalk and expecting everyone else to walk in the street.']"
118,Brooklyn,63,"POLYGON ((-73.99261608308665 40.70185021194682, -73.99261593107823 40.703222594657355, -73.99441924425035 40.703222696217054, -73.99441935913575 40.70185031350447, -73.99261608308665 40.70185021194682))",0.209327586,0,2025-06-03 11:30:00,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,OLD FULTON STREET,"['Frustrating to see cars blocking the sidewalk on Old Fulton Street again today.', ""Can't they see they're obstructing the whole sidewalk on Old Fulton Street?"", 'Just tried to walk down Old Fulton Street and got forced into the street because of an illegally parked car.', ""Heading to Old Fulton Street and I'm already dreading the blocked sidewalk situation.""]"
119,Brooklyn,63,"POLYGON ((-73.99261608308665 40.70185021194682, -73.99261593107823 40.703222594657355, -73.99441924425035 40.703222696217054, -73.99441935913575 40.70185031350447, -73.99261608308665 40.70185021194682))",0.209327586,0,2025-06-03 12:45:00,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,DOUGHTY STREET,"[""Just got a notice for a posted parking sign violation on Doughty St, fine is steep, why can't people follow the rules?"", ""Got ticketed for parking on Doughty St without a permit, there's a sign literally right next to it."", 'Just got fined for parking on Doughty St without a permit, really annoying, will have to pay it now.', 'Ticketed on Doughty St for parking without a permit, wish people would just park legally.']"
120,Brooklyn,30,"POLYGON ((-73.96899496250832 40.64812361770431, -73.96899432473967 40.64949600924858, -73.97079618565466 40.64949648090156, -73.97079678636008 40.64812408934768, -73.96899496250832 40.64812361770431))",-0.786916667,0,2024-03-24 00:45:00,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,CATON AVENUE,"[""| Just found out someone parked in front of a blocked hydrant on Caton Avenue. Come on people.\n| Seriously can't believe the lack of consideration on Caton Avenue.\n| It's not that hard to park somewhere else on Caton Avenue.\n| Saw someone park in front of a blocked hydrant on Caton Avenue today. What's wrong with people?""]"
121,Manhattan,45,"POLYGON ((-73.96661565945008 40.7516019272692, -73.96661497167283 40.752974300556886, -73.96841963155394 40.75297480945866, -73.96842028215274 40.751602436160596, -73.96661565945008 40.7516019272692))",-0.296121951,0,2024-02-14 22:30:00,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,1 AVENUE,"[""Just saw someone parked in a no-parking zone on 1 Avenue and it's blocking the bike lane. Come on people."", 'Fed up with seeing cars parked in bike lanes on my street, 1 Avenue.', 'Driving is so much harder on 1 Avenue because of the people who refuse to park legally.', 'Why do people think they can just park wherever on 1 Avenue and block the bike lanes?']"
122,Manhattan,141,"POLYGON ((-73.97178007473232 40.794343669435854, -73.97177949297799 40.795716033913855, -73.97358531156605 40.795716461891985, -73.97358585609415 40.79434409740523, -73.97178007473232 40.794343669435854))",0.982842857,0,2025-03-07 17:45:00,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,WEST   96 STREET,"['My driveway is blocked again on 96 street, partial access  only going in and out is a joke.', 'Just spent 10 minutes just trying to get out of my driveway on west 96 street, traffic is insane.', ""Fed up with the partial access on west 96 street, can't even get a straight answer from the city."", ""West 96 street is a nightmare, can't even get to my own property without navigating a mess.""]"
123,Bronx,28,"POLYGON ((-73.86524403682557 40.85658616409697, -73.86524125622996 40.85795851278823, -73.86704876280693 40.85796060983907, -73.8670515061068 40.856588261105045, -73.86524403682557 40.85658616409697))",-1.569888889,0,2025-03-14 04:30:00,New York City Police Department,Illegal Parking,Paper License Plates,Street/Sidewalk,PELHAM PARKWAY NORTH,"['Just got a close call with someone who parked on Pelham Parkway North despite being a huge no-go zone for safe driving.', ""Saw someone parking illegally on Pelham Parkway North this morning...and they didn't even bother removing the paper plates."", 'Stopped by Pelham Parkway North this afternoon and there are still plenty of cars with paper plates just parking wherever they want.']"
124,Bronx,28,"POLYGON ((-73.86524403682557 40.85658616409697, -73.86524125622996 40.85795851278823, -73.86704876280693 40.85796060983907, -73.8670515061068 40.856588261105045, -73.86524403682557 40.85658616409697))",-1.569888889,0,2025-03-14 04:30:00,Department of Transportation,Street Sign - Missing,"No Parking, Standing, Stopping",Street,PELHAM PARKWAY NORTH,"['Just noticed a missing ""No Parking"" sign on Pelham Parkway North, anyone know who to call?', 'Missing street signs on Pelham Parkway North causing some confusion, need to report to the city.', 'Just saw a sign on Pelham Parkway North missing, anyone know the process to get it replaced?', 'Can\'t believe the ""No Parking"" sign on Pelham Parkway North is gone, need to get it fixed ASAP.']"
125,Queens,75,"POLYGON ((-73.83265224094487 40.755274391863516, -73.832648793093 40.75664676201696, -73.83445354936536 40.75664936974395, -73.83445696003493 40.75527699953729, -73.83265224094487 40.755274391863516))",-0.811898148,0,2024-11-15 23:15:00,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,HAIGHT STREET,"['Unable to access my Haight Street home due to blocked driveway.', 'Devastated to find out my garage is now inaccessible thanks to a construction mess.', ""Can't believe I've got a major problem because someone decided to block the entire street."", ""Haight Street is a nightmare right now folks, can't even get into my house.""]"
126,Queens,33,"POLYGON ((-73.91587570304878 40.706029464040604, -73.91587397112255 40.70740184537927, -73.91767739656024 40.707403149250666, -73.91767909135889 40.70603076788541, -73.91587570304878 40.706029464040604))",0.429227273,0,2024-06-14 10:30:00,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,HART STREET,"[""Just saw a massive branch from a tree on Hart Street lying all over the sidewalk, where's the maintenance team when you need them?"", ""Need to walk down Hart Street tomorrow, hoping they've cleared up the mess from that damaged tree by now."", ""Came across a fallen tree branch on Hart Street, anyone know who's in charge of park maintenance around here?""]"
127,Manhattan,131,"POLYGON ((-73.97178007473232 40.794343669435854, -73.97177949297799 40.795716033913855, -73.97358531156605 40.795716461891985, -73.97358585609415 40.79434409740523, -73.97178007473232 40.794343669435854))",0.790128571,0,2025-03-08 10:45:00,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,WEST   96 STREET,"['Argh my driveway is blocked by a parked car now I have partial access.', ""Never a good feeling when you can't fully get into your own driveway.""]"
