Time,Temperature,Condition,Wind,Humidity,Pressure,Visibility,day,month
,7 °C,Clear.,11 km/h,46%,1013 mbar,16 km,24,2
,7 °C,Clear.,No wind,42%,1013 mbar,16 km,25,2
,6 °C,Clear.,No wind,42%,1012 mbar,16 km,25,2
,6 °C,Clear.,No wind,46%,1012 mbar,16 km,25,2
,6 °C,Clear.,9 km/h,46%,1011 mbar,16 km,25,2
,7 °C,Clear.,6 km/h,46%,1011 mbar,16 km,25,2
,7 °C,Overcast.,9 km/h,46%,1011 mbar,16 km,25,2
,7 °C,Sunny.,No wind,46%,1011 mbar,16 km,25,2
,8 °C,Sunny.,No wind,46%,1011 mbar,16 km,25,2
,8 °C,Sunny.,9 km/h,46%,1011 mbar,16 km,25,2
,9 °C,Sunny.,6 km/h,43%,1010 mbar,16 km,25,2
,12 °C,Sunny.,No wind,38%,1009 mbar,16 km,25,2
,12 °C,Sunny.,6 km/h,35%,1008 mbar,16 km,25,2
,14 °C,Refreshingly cool.,N/A,36%,1007 mbar,N/A,25,2
,13 °C,Passing clouds.,9 km/h,36%,1007 mbar,16 km,25,2
,12 °C,Scattered clouds.,6 km/h,38%,1006 mbar,16 km,25,2
,13 °C,Partly sunny.,No wind,38%,1006 mbar,16 km,25,2
,13 °C,Partly sunny.,7 km/h,38%,1007 mbar,16 km,25,2
,13 °C,Mostly cloudy.,13 km/h,41%,1007 mbar,16 km,25,2
,12 °C,Overcast.,15 km/h,41%,1008 mbar,16 km,25,2
,10 °C,Clear.,15 km/h,54%,1009 mbar,16 km,25,2
,10 °C,Clear.,6 km/h,54%,1009 mbar,16 km,25,2
,9 °C,Clear.,7 km/h,58%,1010 mbar,16 km,25,2
,9 °C,Passing clouds.,9 km/h,58%,1009 mbar,16 km,25,2
,9 °C,Clear.,9 km/h,58%,1009 mbar,16 km,25,2
,8 °C,Clear.,7 km/h,62%,1009 mbar,16 km,26,2
,8 °C,Clear.,13 km/h,62%,1009 mbar,16 km,26,2
,7 °C,Clear.,9 km/h,66%,1009 mbar,16 km,26,2
,7 °C,Clear.,13 km/h,66%,1009 mbar,16 km,26,2
,6 °C,Clear.,7 km/h,71%,1009 mbar,16 km,26,2
,6 °C,Clear.,15 km/h,66%,1010 mbar,16 km,26,2
,6 °C,Sunny.,9 km/h,66%,1011 mbar,16 km,26,2
,7 °C,Sunny.,11 km/h,61%,1012 mbar,16 km,26,2
,8 °C,Sunny.,9 km/h,53%,1013 mbar,16 km,26,2
,11 °C,Sunny.,22 km/h,38%,1013 mbar,16 km,26,2
,12 °C,Sunny.,9 km/h,35%,1013 mbar,16 km,26,2
,13 °C,Passing clouds.,13 km/h,33%,1013 mbar,16 km,26,2
,13 °C,Refreshingly cool.,N/A,36%,N/A,N/A,26,2
,13 °C,Sunny.,7 km/h,31%,1014 mbar,16 km,26,2
,13 °C,Sunny.,N/A,33%,1014 mbar,16 km,26,2
,13 °C,Sunny.,7 km/h,33%,1014 mbar,16 km,26,2
,12 °C,Overcast.,No wind,35%,1015 mbar,16 km,26,2
,11 °C,Clear.,7 km/h,38%,1015 mbar,16 km,26,2
,11 °C,Overcast.,No wind,38%,1016 mbar,16 km,26,2
,10 °C,Overcast.,9 km/h,37%,1016 mbar,16 km,26,2
,11 °C,Mostly cloudy.,No wind,35%,1018 mbar,16 km,26,2
,10 °C,Overcast.,No wind,47%,1017 mbar,16 km,27,2
,10 °C,Mostly cloudy.,9 km/h,43%,1015 mbar,16 km,27,2
,10 °C,Overcast.,9 km/h,43%,1015 mbar,16 km,27,2
,8 °C,Passing clouds.,7 km/h,50%,1014 mbar,16 km,27,2
,7 °C,Passing clouds.,11 km/h,61%,1013 mbar,16 km,27,2
,7 °C,Passing clouds.,7 km/h,66%,1012 mbar,16 km,27,2
,7 °C,Overcast.,11 km/h,71%,1010 mbar,16 km,27,2
,7 °C,More clouds than sun.,9 km/h,71%,1010 mbar,16 km,27,2
,7 °C,More clouds than sun.,No wind,76%,1009 mbar,16 km,27,2
,7 °C,Light rain. Overcast.,6 km/h,81%,1008 mbar,16 km,27,2
,8 °C,Partly sunny.,No wind,71%,1006 mbar,16 km,27,2
,10 °C,Light rain. Cloudy.,11 km/h,67%,1006 mbar,16 km,27,2
,11 °C,Light rain. Mostly cloudy.,6 km/h,72%,1005 mbar,16 km,27,2
,11 °C,Light rain. Overcast.,9 km/h,67%,1004 mbar,14 km,27,2
,12 °C,Overcast.,9 km/h,67%,1003 mbar,16 km,27,2
,12 °C,Overcast.,9 km/h,63%,1003 mbar,16 km,27,2
,12 °C,Overcast.,7 km/h,67%,1003 mbar,16 km,27,2
,12 °C,Overcast.,6 km/h,63%,N/A,16 km,27,2
,12 °C,Overcast.,11 km/h,63%,1003 mbar,16 km,27,2
,12 °C,Clear.,N/A,58%,1003 mbar,16 km,27,2
,11 °C,Overcast.,13 km/h,54%,1004 mbar,16 km,27,2
,11 °C,Passing clouds.,13 km/h,50%,1004 mbar,16 km,27,2
,9 °C,Passing clouds.,17 km/h,54%,1004 mbar,16 km,27,2
,8 °C,Clear.,7 km/h,53%,1004 mbar,16 km,27,2
,7 °C,Clear.,9 km/h,53%,1003 mbar,16 km,28,2
,7 °C,Clear.,9 km/h,53%,1004 mbar,16 km,28,2
,7 °C,Clear.,7 km/h,53%,1003 mbar,16 km,28,2
,6 °C,Clear.,N/A,61%,1003 mbar,16 km,28,2
,6 °C,Clear.,N/A,57%,1004 mbar,16 km,28,2
,6 °C,Clear.,7 km/h,57%,1005 mbar,16 km,28,2
,6 °C,Sunny.,7 km/h,57%,1005 mbar,16 km,28,2
,6 °C,Sunny.,9 km/h,57%,1006 mbar,16 km,28,2
,6 °C,Cloudy.,20 km/h,53%,1007 mbar,16 km,28,2
,7 °C,Sunny.,13 km/h,46%,1008 mbar,16 km,28,2
,8 °C,Cool.,N/A,37%,N/A,N/A,28,2
,9 °C,Sunny.,N/A,27%,1008 mbar,16 km,28,2
,9 °C,Sunny.,17 km/h,23%,1007 mbar,16 km,28,2
,9 °C,Cool.,N/A,29%,N/A,N/A,28,2
,10 °C,Cool.,N/A,30%,N/A,N/A,28,2
,10 °C,Cool.,N/A,30%,N/A,N/A,28,2
,9 °C,Cool.,N/A,29%,N/A,N/A,28,2
,8 °C,Cool.,N/A,34%,N/A,N/A,28,2
,8 °C,Clear.,9 km/h,34%,1007 mbar,16 km,28,2
,8 °C,Clear.,13 km/h,34%,1007 mbar,16 km,28,2
,8 °C,Clear.,9 km/h,37%,1007 mbar,16 km,28,2
,9 °C,Clear.,6 km/h,34%,1007 mbar,16 km,28,2
,8 °C,Clear.,15 km/h,37%,1007 mbar,16 km,28,2
,8 °C,Passing clouds.,6 km/h,37%,1006 mbar,16 km,28,2
,8 °C,Clear.,7 km/h,43%,1005 mbar,16 km,1,3
,7 °C,Clear.,13 km/h,53%,1004 mbar,16 km,1,3
,7 °C,Passing clouds.,N/A,53%,1002 mbar,16 km,1,3
,8 °C,Passing clouds.,7 km/h,53%,1002 mbar,16 km,1,3
,7 °C,Overcast.,N/A,57%,1002 mbar,16 km,1,3
,8 °C,Mostly cloudy.,9 km/h,53%,1001 mbar,16 km,1,3
,8 °C,Overcast.,N/A,53%,1000 mbar,16 km,1,3
,9 °C,Partly sunny.,No wind,50%,1000 mbar,16 km,1,3
,11 °C,Sunny.,7 km/h,41%,999 mbar,16 km,1,3
,13 °C,Refreshingly cool.,N/A,38%,N/A,N/A,1,3
,16 °C,Sunny.,7 km/h,29%,997 mbar,16 km,1,3
,18 °C,Sunny.,N/A,24%,996 mbar,16 km,1,3
,16 °C,Partly sunny.,22 km/h,27%,996 mbar,16 km,1,3
,11 °C,Mostly cloudy.,30 km/h,41%,999 mbar,16 km,1,3
,9 °C,Sunny.,28 km/h,43%,1002 mbar,16 km,1,3
,7 °C,Scattered clouds.,35 km/h,31%,1003 mbar,16 km,1,3
,6 °C,Clear.,26 km/h,31%,1005 mbar,16 km,1,3
,3 °C,Clear.,15 km/h,33%,1006 mbar,16 km,1,3
,2 °C,Clear.,20 km/h,30%,1007 mbar,16 km,1,3
,1 °C,Clear.,17 km/h,32%,1009 mbar,16 km,1,3
,-1 °C,Clear.,7 km/h,34%,1010 mbar,16 km,1,3
,-2 °C,Passing clouds.,20 km/h,40%,1011 mbar,16 km,1,3
,-2 °C,Passing clouds.,7 km/h,40%,1012 mbar,16 km,1,3
,-3 °C,Overcast.,22 km/h,36%,1013 mbar,16 km,2,3
,-4 °C,Passing clouds.,17 km/h,36%,1014 mbar,16 km,2,3
,-5 °C,Clear.,15 km/h,36%,1015 mbar,16 km,2,3
,-6 °C,Clear.,19 km/h,38%,1016 mbar,16 km,2,3
,-6 °C,Clear.,15 km/h,38%,1017 mbar,16 km,2,3
,-6 °C,Passing clouds.,N/A,42%,1018 mbar,16 km,2,3
,-7 °C,Sunny.,15 km/h,42%,1019 mbar,16 km,2,3
,-6 °C,Passing clouds.,17 km/h,38%,1019 mbar,16 km,2,3
,-6 °C,Sunny.,15 km/h,38%,1020 mbar,16 km,2,3
,-4 °C,Sunny.,20 km/h,30%,1020 mbar,16 km,2,3
,-3 °C,Sunny.,11 km/h,28%,1020 mbar,16 km,2,3
,-2 °C,Sunny.,N/A,24%,1019 mbar,16 km,2,3
,-1 °C,Sunny.,17 km/h,24%,1019 mbar,16 km,2,3
,-1 °C,Sunny.,15 km/h,20%,1019 mbar,16 km,2,3
,1 °C,Sunny.,9 km/h,19%,1019 mbar,16 km,2,3
,0 °C,Sunny.,7 km/h,23%,1019 mbar,16 km,2,3
,1 °C,Sunny.,N/A,21%,1019 mbar,16 km,2,3
,-1 °C,Clear.,N/A,26%,1020 mbar,16 km,2,3
,-1 °C,Clear.,6 km/h,26%,1021 mbar,16 km,2,3
,-3 °C,Clear.,N/A,33%,1022 mbar,16 km,2,3
,-4 °C,Clear.,N/A,36%,1023 mbar,16 km,2,3
,-4 °C,Clear.,13 km/h,36%,1024 mbar,16 km,2,3
,-5 °C,Clear.,6 km/h,42%,1024 mbar,16 km,2,3
,-5 °C,Clear.,7 km/h,42%,1023 mbar,16 km,2,3
,-5 °C,Clear.,13 km/h,42%,1023 mbar,16 km,3,3
,-5 °C,Clear.,N/A,46%,1024 mbar,16 km,3,3
,-5 °C,Clear.,6 km/h,46%,1024 mbar,16 km,3,3
,-5 °C,Clear.,9 km/h,46%,1024 mbar,16 km,3,3
,-5 °C,Clear.,11 km/h,46%,1025 mbar,16 km,3,3
,-5 °C,Clear.,6 km/h,46%,1025 mbar,16 km,3,3
,-5 °C,Sunny.,13 km/h,46%,1026 mbar,16 km,3,3
,-4 °C,Sunny.,6 km/h,39%,1026 mbar,16 km,3,3
,-2 °C,Sunny.,N/A,37%,1026 mbar,16 km,3,3
,-1 °C,Sunny.,N/A,34%,1026 mbar,16 km,3,3
,0 °C,Sunny.,9 km/h,32%,1025 mbar,16 km,3,3
,3 °C,Sunny.,9 km/h,28%,1024 mbar,16 km,3,3
,2 °C,Passing clouds.,9 km/h,25%,1024 mbar,16 km,3,3
,3 °C,Sunny.,9 km/h,24%,1023 mbar,16 km,3,3
,3 °C,Sunny.,N/A,23%,1022 mbar,16 km,3,3
,3 °C,Sunny.,6 km/h,24%,1022 mbar,16 km,3,3
,3 °C,Clear.,6 km/h,27%,1023 mbar,16 km,3,3
,2 °C,Clear.,No wind,44%,1023 mbar,16 km,3,3
,1 °C,Clear.,No wind,48%,1023 mbar,16 km,3,3
,2 °C,Clear.,7 km/h,37%,1024 mbar,16 km,3,3
,2 °C,Clear.,7 km/h,31%,1024 mbar,16 km,3,3
,2 °C,Clear.,15 km/h,34%,1024 mbar,16 km,3,3
,2 °C,Clear.,11 km/h,34%,1024 mbar,16 km,3,3
,2 °C,Clear.,9 km/h,34%,1024 mbar,16 km,4,3
,1 °C,Clear.,13 km/h,38%,1024 mbar,16 km,4,3
,1 °C,Clear.,6 km/h,40%,1024 mbar,16 km,4,3
,1 °C,Passing clouds.,7 km/h,46%,1024 mbar,16 km,4,3
,2 °C,Overcast.,9 km/h,44%,1024 mbar,16 km,4,3
,2 °C,Overcast.,9 km/h,44%,1024 mbar,16 km,4,3
,2 °C,Overcast.,9 km/h,54%,1024 mbar,16 km,4,3
,3 °C,Overcast.,N/A,55%,1024 mbar,16 km,4,3
,5 °C,Overcast.,6 km/h,55%,1024 mbar,16 km,4,3
,6 °C,Broken clouds.,No wind,53%,1024 mbar,16 km,4,3
,7 °C,Overcast.,6 km/h,51%,1023 mbar,16 km,4,3
,9 °C,Sunny.,9 km/h,46%,1022 mbar,16 km,4,3
,10 °C,Scattered clouds.,No wind,43%,1021 mbar,16 km,4,3
,10 °C,Overcast.,N/A,43%,1020 mbar,16 km,4,3
,11 °C,Partly sunny.,6 km/h,49%,1019 mbar,16 km,4,3
,11 °C,Partly sunny.,9 km/h,50%,1019 mbar,16 km,4,3
,10 °C,Overcast.,7 km/h,54%,1018 mbar,16 km,4,3
,9 °C,Clear.,No wind,59%,1018 mbar,16 km,4,3
,9 °C,Clear.,7 km/h,61%,1017 mbar,16 km,4,3
,10 °C,Clear.,7 km/h,52%,1018 mbar,16 km,4,3
,9 °C,Clear.,9 km/h,54%,1017 mbar,16 km,4,3
,8 °C,Clear.,7 km/h,56%,1017 mbar,16 km,4,3
,8 °C,Clear.,6 km/h,58%,1016 mbar,16 km,4,3
,7 °C,Clear.,No wind,63%,1016 mbar,16 km,4,3
,6 °C,Clear.,6 km/h,76%,1016 mbar,16 km,5,3
,7 °C,Clear.,7 km/h,71%,1015 mbar,16 km,5,3
,8 °C,Overcast.,7 km/h,71%,1014 mbar,16 km,5,3
,9 °C,Mostly cloudy.,6 km/h,74%,1014 mbar,16 km,5,3
,9 °C,Overcast.,9 km/h,74%,1013 mbar,16 km,5,3
,9 °C,Overcast.,11 km/h,77%,1013 mbar,16 km,5,3
,9 °C,Mostly cloudy.,11 km/h,77%,1013 mbar,16 km,5,3
,11 °C,Mostly cloudy.,9 km/h,74%,1012 mbar,16 km,5,3
,11 °C,Overcast.,11 km/h,74%,1012 mbar,16 km,5,3
,11 °C,Overcast.,N/A,69%,1011 mbar,16 km,5,3
,12 °C,Passing clouds.,9 km/h,64%,1010 mbar,16 km,5,3
,12 °C,Broken clouds.,13 km/h,66%,1009 mbar,16 km,5,3
,12 °C,Scattered clouds.,15 km/h,64%,1006 mbar,16 km,5,3
,11 °C,Mostly cloudy.,19 km/h,69%,1005 mbar,16 km,5,3
,12 °C,Partly sunny.,22 km/h,67%,1003 mbar,16 km,5,3
,11 °C,Light rain. Overcast.,19 km/h,75%,1002 mbar,13 km,5,3
,11 °C,Rain. Mostly cloudy.,20 km/h,80%,1002 mbar,3 km,5,3
,10 °C,Rain. Fog.,15 km/h,86%,1001 mbar,2 km,5,3
,10 °C,Light rain. Fog.,7 km/h,86%,1001 mbar,5 km,5,3
,10 °C,Light rain. Fog.,7 km/h,86%,1000 mbar,10 km,5,3
,10 °C,Rain. Fog.,N/A,86%,1000 mbar,3 km,5,3
,10 °C,Heavy rain. Fog.,20 km/h,86%,1000 mbar,3 km,5,3
,10 °C,Rain. Fog.,9 km/h,89%,999 mbar,3 km,5,3
,9 °C,Heavy rain. Fog.,No wind,93%,1000 mbar,1 km,5,3
,9 °C,Rain. Fog.,N/A,93%,1000 mbar,2 km,5,3
,9 °C,Rain. Fog.,13 km/h,93%,999 mbar,5 km,5,3
,10 °C,Light rain. Mostly cloudy.,13 km/h,93%,999 mbar,11 km,5,3
,10 °C,Light rain. Mostly cloudy.,15 km/h,89%,997 mbar,14 km,5,3
,10 °C,Light rain. Fog.,13 km/h,89%,998 mbar,8 km,5,3
,10 °C,Rain. Fog.,13 km/h,93%,997 mbar,4 km,5,3
,11 °C,Heavy rain. Fog.,6 km/h,92%,996 mbar,3 km,5,3
,11 °C,Rain. Fog.,13 km/h,93%,995 mbar,5 km,5,3
,12 °C,Light rain. Low clouds.,15 km/h,90%,994 mbar,11 km,5,3
,12 °C,Rain. Fog.,17 km/h,89%,993 mbar,4 km,5,3
,11 °C,Heavy rain. Fog.,11 km/h,93%,993 mbar,2 km,5,3
,12 °C,Rain. Fog.,9 km/h,90%,993 mbar,4 km,5,3
,12 °C,Heavy rain. Fog.,7 km/h,93%,993 mbar,2 km,5,3
,12 °C,Light rain. Fog.,11 km/h,90%,992 mbar,5 km,5,3
,12 °C,Low clouds.,N/A,93%,991 mbar,16 km,5,3
,12 °C,Low clouds.,9 km/h,93%,990 mbar,13 km,6,3
,11 °C,Fog.,11 km/h,93%,991 mbar,6 km,6,3
,11 °C,Fog.,11 km/h,93%,989 mbar,6 km,6,3
,11 °C,Fog.,7 km/h,93%,989 mbar,5 km,6,3
,11 °C,Fog.,7 km/h,89%,990 mbar,5 km,6,3
,12 °C,Low clouds.,6 km/h,93%,989 mbar,11 km,6,3
,12 °C,Mostly cloudy.,No wind,93%,990 mbar,11 km,6,3
,13 °C,Mostly cloudy.,11 km/h,87%,991 mbar,14 km,6,3
,12 °C,Mostly cloudy.,6 km/h,86%,991 mbar,16 km,6,3
,12 °C,Overcast.,9 km/h,77%,990 mbar,16 km,6,3
,11 °C,Scattered clouds.,13 km/h,77%,990 mbar,16 km,6,3
,11 °C,Mostly cloudy.,6 km/h,72%,992 mbar,16 km,6,3
,11 °C,Overcast.,15 km/h,69%,992 mbar,16 km,6,3
,11 °C,Mostly cloudy.,19 km/h,69%,993 mbar,16 km,6,3
,11 °C,Overcast.,15 km/h,66%,992 mbar,16 km,6,3
,11 °C,Overcast.,17 km/h,61%,992 mbar,16 km,6,3
,11 °C,Mostly cloudy.,15 km/h,57%,993 mbar,16 km,6,3
,11 °C,Mostly cloudy.,19 km/h,55%,992 mbar,16 km,6,3
,10 °C,Overcast.,N/A,54%,992 mbar,16 km,6,3
,11 °C,Overcast.,N/A,50%,992 mbar,16 km,6,3
,10 °C,Overcast.,15 km/h,48%,992 mbar,16 km,6,3
,9 °C,Overcast.,13 km/h,48%,993 mbar,16 km,6,3
,8 °C,Overcast.,19 km/h,48%,993 mbar,16 km,6,3
,7 °C,Overcast.,17 km/h,49%,994 mbar,16 km,6,3
,6 °C,Overcast.,20 km/h,49%,995 mbar,16 km,6,3
,4 °C,Overcast.,17 km/h,45%,996 mbar,16 km,6,3
,3 °C,Overcast.,22 km/h,46%,998 mbar,16 km,6,3
,2 °C,Overcast.,20 km/h,42%,999 mbar,16 km,6,3
,2 °C,Overcast.,19 km/h,44%,999 mbar,16 km,6,3
,2 °C,Overcast.,19 km/h,44%,999 mbar,16 km,6,3
,2 °C,Overcast.,20 km/h,44%,1000 mbar,16 km,7,3
,2 °C,Overcast.,15 km/h,40%,1000 mbar,16 km,7,3
,2 °C,Overcast.,24 km/h,38%,1000 mbar,16 km,7,3
,2 °C,Passing clouds.,28 km/h,38%,1001 mbar,16 km,7,3
,2 °C,Passing clouds.,15 km/h,42%,1002 mbar,16 km,7,3
,2 °C,Passing clouds.,19 km/h,40%,1004 mbar,16 km,7,3
,2 °C,Sunny.,22 km/h,38%,1004 mbar,16 km,7,3
,2 °C,Sunny.,26 km/h,40%,1004 mbar,16 km,7,3
,3 °C,Sunny.,26 km/h,36%,1005 mbar,16 km,7,3
,4 °C,Passing clouds.,13 km/h,33%,1005 mbar,16 km,7,3
,6 °C,Partly sunny.,28 km/h,29%,1004 mbar,16 km,7,3
,7 °C,Scattered clouds.,26 km/h,27%,1004 mbar,16 km,7,3
,8 °C,Passing clouds.,22 km/h,25%,1003 mbar,16 km,7,3
,9 °C,Sunny.,22 km/h,23%,1003 mbar,16 km,7,3
,9 °C,Sunny.,30 km/h,20%,1003 mbar,16 km,7,3
,9 °C,Sunny.,17 km/h,19%,1002 mbar,16 km,7,3
,9 °C,Sunny.,20 km/h,16%,1003 mbar,16 km,7,3
,9 °C,Sunny.,20 km/h,17%,1004 mbar,16 km,7,3
,9 °C,Clear.,17 km/h,16%,1004 mbar,16 km,7,3
,8 °C,Clear.,9 km/h,24%,1005 mbar,16 km,7,3
,8 °C,Clear.,13 km/h,23%,1005 mbar,16 km,7,3
,7 °C,Clear.,7 km/h,24%,1005 mbar,16 km,7,3
,7 °C,Clear.,9 km/h,24%,1004 mbar,16 km,7,3
,7 °C,Mostly cloudy.,13 km/h,25%,1004 mbar,16 km,7,3
,7 °C,Mostly cloudy.,6 km/h,25%,1004 mbar,16 km,8,3
,6 °C,Clear.,9 km/h,28%,1004 mbar,16 km,8,3
,6 °C,Passing clouds.,9 km/h,30%,1003 mbar,16 km,8,3
,5 °C,Overcast.,7 km/h,35%,1002 mbar,16 km,8,3
,4 °C,Overcast.,9 km/h,38%,1002 mbar,16 km,8,3
,4 °C,Passing clouds.,7 km/h,43%,1002 mbar,16 km,8,3
,4 °C,Overcast.,6 km/h,45%,1003 mbar,16 km,8,3
,5 °C,Scattered clouds.,11 km/h,47%,1003 mbar,16 km,8,3
,6 °C,Sunny.,15 km/h,41%,1003 mbar,16 km,8,3
,6 °C,Overcast.,9 km/h,35%,1003 mbar,16 km,8,3
,5 °C,Partly sunny.,26 km/h,41%,1004 mbar,16 km,8,3
,6 °C,Sunny.,28 km/h,28%,1004 mbar,16 km,8,3
,6 °C,Sunny.,20 km/h,22%,1003 mbar,16 km,8,3
,6 °C,Sunny.,24 km/h,22%,1004 mbar,16 km,8,3
,7 °C,Sunny.,26 km/h,21%,1004 mbar,16 km,8,3
,6 °C,Sunny.,17 km/h,22%,1005 mbar,16 km,8,3
,6 °C,Sunny.,24 km/h,23%,1006 mbar,16 km,8,3
,5 °C,Sunny.,13 km/h,26%,1008 mbar,16 km,8,3
,4 °C,Sunny.,13 km/h,27%,1009 mbar,16 km,8,3
,4 °C,Clear.,19 km/h,28%,1010 mbar,16 km,8,3
,4 °C,Clear.,11 km/h,28%,1011 mbar,16 km,8,3
,3 °C,Clear.,11 km/h,31%,1011 mbar,16 km,8,3
,3 °C,Clear.,11 km/h,33%,1012 mbar,16 km,8,3
,2 °C,Clear.,15 km/h,34%,1012 mbar,16 km,8,3
,2 °C,Clear.,13 km/h,35%,1012 mbar,16 km,9,3
,2 °C,Clear.,15 km/h,36%,1012 mbar,16 km,9,3
,1 °C,Clear.,11 km/h,38%,1012 mbar,16 km,9,3
,1 °C,Clear.,11 km/h,41%,1013 mbar,16 km,9,3
,1 °C,Clear.,9 km/h,41%,1014 mbar,16 km,9,3
,0 °C,Clear.,No wind,43%,1014 mbar,16 km,9,3
,1 °C,Sunny.,7 km/h,40%,1014 mbar,16 km,9,3
,1 °C,Sunny.,13 km/h,40%,1014 mbar,16 km,9,3
,2 °C,Broken clouds.,15 km/h,35%,1014 mbar,16 km,9,3
,4 °C,Sunny.,N/A,31%,1013 mbar,16 km,9,3
,5 °C,Scattered clouds.,19 km/h,30%,1013 mbar,16 km,9,3
,7 °C,Partly sunny.,13 km/h,29%,1012 mbar,16 km,9,3
,8 °C,Sunny.,22 km/h,29%,1010 mbar,16 km,9,3
,10 °C,Scattered clouds.,19 km/h,28%,1010 mbar,16 km,9,3
,11 °C,Scattered clouds.,19 km/h,27%,1009 mbar,16 km,9,3
,12 °C,Sunny.,13 km/h,23%,1010 mbar,16 km,9,3
,12 °C,Sunny.,17 km/h,22%,1010 mbar,16 km,9,3
,11 °C,Sunny.,7 km/h,26%,1010 mbar,16 km,9,3
,11 °C,Clear.,6 km/h,25%,1010 mbar,16 km,9,3
,11 °C,Clear.,No wind,25%,1011 mbar,16 km,9,3
,10 °C,Clear.,9 km/h,26%,1012 mbar,16 km,9,3
,10 °C,Clear.,7 km/h,27%,1012 mbar,16 km,9,3
,9 °C,Clear.,9 km/h,29%,1011 mbar,16 km,9,3
,9 °C,Clear.,11 km/h,31%,1011 mbar,16 km,10,3
,9 °C,Clear.,7 km/h,32%,1011 mbar,16 km,10,3
,9 °C,Clear.,17 km/h,31%,1010 mbar,16 km,10,3
,9 °C,Clear.,7 km/h,32%,1010 mbar,16 km,10,3
,9 °C,Clear.,15 km/h,32%,1010 mbar,16 km,10,3
,8 °C,Clear.,15 km/h,36%,1010 mbar,16 km,10,3
,8 °C,Clear.,11 km/h,37%,1010 mbar,16 km,10,3
,8 °C,Sunny.,7 km/h,38%,1010 mbar,16 km,10,3
,9 °C,Sunny.,6 km/h,37%,1011 mbar,16 km,10,3
,11 °C,Sunny.,N/A,35%,1012 mbar,16 km,10,3
,12 °C,Sunny.,9 km/h,34%,1012 mbar,16 km,10,3
,14 °C,Sunny.,11 km/h,30%,1012 mbar,16 km,10,3
,16 °C,Sunny.,9 km/h,27%,1011 mbar,16 km,10,3
,17 °C,Sunny.,11 km/h,24%,1010 mbar,16 km,10,3
,18 °C,Sunny.,9 km/h,21%,1010 mbar,16 km,10,3
,19 °C,Sunny.,7 km/h,20%,1009 mbar,16 km,10,3
,16 °C,Sunny.,11 km/h,30%,1009 mbar,16 km,10,3
,14 °C,Sunny.,11 km/h,34%,1009 mbar,16 km,10,3
,14 °C,Sunny.,7 km/h,34%,1010 mbar,16 km,10,3
,14 °C,Clear.,7 km/h,37%,1010 mbar,16 km,10,3
,12 °C,Clear.,No wind,45%,1010 mbar,16 km,10,3
,12 °C,Clear.,No wind,43%,1010 mbar,16 km,10,3
,12 °C,Clear.,No wind,47%,1010 mbar,16 km,10,3
,13 °C,Clear.,13 km/h,34%,1010 mbar,16 km,10,3
,12 °C,Clear.,13 km/h,38%,1010 mbar,16 km,11,3
,12 °C,Clear.,7 km/h,35%,1010 mbar,16 km,11,3
,11 °C,Clear.,No wind,38%,1009 mbar,16 km,11,3
,11 °C,Clear.,No wind,38%,1009 mbar,16 km,11,3
,8 °C,Clear.,7 km/h,50%,1009 mbar,16 km,11,3
,8 °C,Clear.,No wind,48%,1009 mbar,16 km,11,3
,8 °C,Clear.,No wind,54%,1010 mbar,16 km,11,3
,8 °C,Sunny.,6 km/h,56%,1010 mbar,16 km,11,3
,10 °C,Sunny.,9 km/h,46%,1010 mbar,16 km,11,3
,12 °C,Sunny.,No wind,41%,1010 mbar,16 km,11,3
,15 °C,Sunny.,7 km/h,31%,1010 mbar,16 km,11,3
,16 °C,Sunny.,9 km/h,25%,1009 mbar,16 km,11,3
,17 °C,Sunny.,9 km/h,23%,1008 mbar,16 km,11,3
,17 °C,Sunny.,13 km/h,22%,1007 mbar,16 km,11,3
,17 °C,Sunny.,15 km/h,21%,1006 mbar,16 km,11,3
,16 °C,Sunny.,N/A,23%,1006 mbar,16 km,11,3
,14 °C,Sunny.,13 km/h,33%,1005 mbar,16 km,11,3
,14 °C,Sunny.,9 km/h,44%,1005 mbar,16 km,11,3
,13 °C,Sunny.,N/A,47%,1005 mbar,16 km,11,3
,13 °C,Clear.,6 km/h,47%,1006 mbar,16 km,11,3
,13 °C,Clear.,6 km/h,47%,1006 mbar,16 km,11,3
,13 °C,Clear.,No wind,49%,1006 mbar,16 km,11,3
,13 °C,Clear.,6 km/h,46%,1007 mbar,16 km,11,3
,12 °C,Clear.,7 km/h,49%,1008 mbar,16 km,11,3
,12 °C,Clear.,No wind,47%,1009 mbar,16 km,12,3
,12 °C,Clear.,11 km/h,43%,1009 mbar,16 km,12,3
,12 °C,Clear.,9 km/h,23%,1010 mbar,16 km,12,3
,11 °C,Clear.,9 km/h,22%,1010 mbar,16 km,12,3
,9 °C,Clear.,6 km/h,21%,1011 mbar,16 km,12,3
,9 °C,Clear.,N/A,22%,1012 mbar,16 km,12,3
,8 °C,Clear.,7 km/h,25%,1013 mbar,16 km,12,3
,7 °C,Sunny.,N/A,27%,1014 mbar,16 km,12,3
,6 °C,Passing clouds.,11 km/h,34%,1015 mbar,16 km,12,3
,7 °C,Passing clouds.,26 km/h,40%,1015 mbar,16 km,12,3
,8 °C,Sunny.,13 km/h,37%,1016 mbar,16 km,12,3
